"AMbeRland","BMDSLab","DAGroup","DUTeam","ELTEcomplex","fengcheng","GZCDC","IGIB","msinkala","RaghavaIndia","TeamBelgrade","TeamZO","yuanfangguan","label"
0.348387485125686,0.518530660058969,0.157143043714249,0.2695,0.03,0.257931866019379,0.213156744837761,0.76344,0.233333333333333,0.2825,0.205906569957733,0.0543797003178184,0.606428504938371,1
0.0764365992624616,0.500299308464641,0.427980518297585,0.4365,0.22,0.257669639256357,0.213156744837761,0.30538,0.0333333333333333,0.1266,0.262941837310791,0.121796745775064,0.804302727657969,1
0.110258467558611,0.471225984773179,0.53999957573815,0.4629,0.22,0.192613457281678,0.664157629013062,0.0603,0.1,0.9734,0.202061891555786,0.387113803147414,0.647320855550599,1
0.806950957252499,0.439365024756176,0.0557148598669692,0.1283,0.28,0.336287569215909,0.213156744837761,0.3133,0.333333333333333,0.7619,0.201408565044403,0.14066190274393,0.729360594533487,1
0.0273108987786101,0.470343937766218,0.698932112197053,0.4361,0.31,0.228182531933689,0.213156744837761,0.05392,0.0333333333333333,0.6063,0.299033105373383,0.0798492681100489,0.164904273404696,1
0.752173499962039,0.453724843040275,0.188213850127667,0.2492,0.12,0.270480482292657,0.664157629013062,0.15106,0.1,0.7589,0.233973175287247,0.0140838942495903,0.435640076493336,1
0.0201296875898476,0.469324493194412,0.0800288118160419,0.2947,0.45,0.163592943484282,0.213156744837761,0.68628,0.0333333333333333,0.1767,0,0.0277240524516896,0.705730158368553,1
0.0506519467912085,0.592842501854923,0.103962659486946,0.2347,0.26,0.145836977086518,0.213156744837761,0.85014,0.7,0.4978,0,0.874911065385267,0.628338597351506,1
0.460500200077063,0.498916820906087,0.0107267888968098,0.4471,0.23,0.203908963867015,0.213156744837761,0.40958,0.0333333333333333,0.0897,0.415414690971375,0.0106619246043737,0,1
0.644023033100026,0.457275037533636,0.689451099668958,0.5978,0.22,0.233521179717063,0.213156744837761,0.17662,0.133333333333333,0.8179,0.396044075489044,0.315402341441426,0.481914988966803,1
0.0289681898990668,0.547625074620041,0.721227684044485,0.334,0.37,0.234349026881573,0.664157629013062,0.56338,0.133333333333333,0.8553,0.441452920436859,0.456710373695654,0.569033950709578,1
0.0769250140247563,0.460940999936635,0.474776968315856,0.4423,0.28,0.223851144163936,0.213156744837761,0.07814,0,0.7913,0.393910109996796,0.277353576781691,0.379739669039779,1
0.785216536354338,0.607938866482607,0.0715310021847059,0.6579,0.35,0.351906499522726,0.664157629013062,0.4847,0.266666666666667,0.8503,0.183586329221725,0.0486893188244812,0.652659542111288,1
0.00731877913637857,0.436672406327563,0.605687811063542,0.4571,0.49,0.169102572149112,0.664157629013062,0.9167,0.366666666666667,0.0339,0.497903615236282,0.345314404934745,0.731083808027695,0
0.0171807120957117,0.415258478509014,0.431377243205415,0.5531,0.32,0.262730692322186,0.213156744837761,0.1897,0.1,0.7031,0.316758632659912,0.144618181283225,0.255800085455095,0
0.80363375954574,0.538493247070441,0.666964926771914,0.4456,0.24,0.18346671000624,0.664157629013062,0.5228,0.366666666666667,0.9631,0.437448799610138,0.693793467881731,0.762707005624507,0
0.37432849045148,0.523704399619975,0.620192952954743,0.5868,0.26,0.22652594839018,0.213156744837761,0.13852,0.1,0.8236,0.229806572198868,0.114375069308937,0.624745619501676,0
