"AMbeRland","BMDSLab","DAGroup","DUTeam","ELTEcomplex","fengcheng","GZCDC","IGIB","msinkala","RaghavaIndia","TeamBelgrade","TeamZO","yuanfangguan","label"
0.0256592514980586,0.367026117549256,0.24516922030793,0.4465,0.21,0.132516553202509,0.633719861507416,0.54202,0.166666666666667,0.1149,0.179173797369003,0.156892708653171,0.0262094356076599,1
0.266317245204244,0.600462871927793,0.0681340850451291,0.4137,0.26,0.276984120670237,0.633719861507416,0.18052,0.333333333333333,0.3145,0.279711812734604,0.0605537423385738,0.432228921188572,1
0.184462437892162,0.391445011716575,0.553195964154628,0.4998,0.34,0.0775727035809107,0.162940636277199,0.43002,0.5,0.1205,0.269476234912872,0.227020619504403,0.646959606329798,1
0.0444255013520843,0.535578927350875,0.315613561332091,0.061,0.36,0.365728935575031,0.162940636277199,0.23596,0.7,0.0928,0,0.0731508831328861,0.590403553315727,1
0.00742710578305511,0.447889265574884,0.110370762070378,0.3029,0.09,0.147448604679435,0.633719861507416,0.12768,0.1,0.745,0.174355924129486,0.0292599269871242,0.407960335106509,1
0.661179161819674,0.430835651535793,0.352457131330598,0.1923,0.5,0.140382299964086,0.162940636277199,0.44564,0.433333333333333,0.152,0.0769103765487671,0.249957368341322,0.396934523157343,1
0.0328790947005081,0.449565866493943,0.306053770262163,0.5529,0.17,0.156001338233918,0.633719861507416,0.09746,0.0666666666666667,0.7701,0.154804587364197,0.131260220063896,0.0297434566029626,1
0.0777125205981403,0.441732901715575,0.189028995282063,0.1311,0.14,0.0615685866942823,0.162940636277199,0.4758,0.8,0.2259,0.0656457841396332,0.427303998490964,0.369684148418336,1
0.372497961682233,0.410689999660882,0.0413540380579767,0.5165,0.18,0.0919496730541818,0.162940636277199,0.09262,0.1,0.1436,0.0110315680503845,0.00465614635647735,0.272496541049152,1
0.102131619092206,0.398927706349267,0.101105338495561,0.5079,0.29,0.189904380107742,0.633719861507416,0.1829,0.0333333333333333,0.2364,0.0597453117370605,0.0683477715766999,0.147433729514256,1
0.0125698189562706,0.488194379232068,0.487892232254539,0.2063,0.08,0.372140528999637,0.162940636277199,0.04392,0.0666666666666667,0.1399,0.16914564371109,0.0649734012178787,0.475476244768207,1
0.363570305567492,0.493727981765043,0.53180546465663,0.1345,0.36,0.388112160389681,0.633719861507416,0.33346,0.2,0.1912,0,0.0939289289799992,0.273870023727826,1
0.491595295676915,0.53748405116469,0.519663492593956,0.3007,0.51,0.433522122037121,0.633719861507416,0.16702,1,0.9161,0.352216899394989,0.773982666991236,0.736715052254102,1
0.223266883169404,0.489483099958658,0.347086085467186,0.6724,0.44,0.32094584845241,0.162940636277199,0.31314,0.833333333333333,0.1021,0.372980356216431,0.0581163955593358,0.0980116147621511,1
0.163734894241154,0.597330268310991,0.302627661095757,0.1193,0.53,0.258775305036716,0.633719861507416,0.4332,0.266666666666667,0.2032,0.272104650735855,0.451475121459008,0.397921373769599,0
0.390812193908375,0.400833685436797,0.8501438715153,0.7589,0.09,0.119253938114595,0.633719861507416,0.3498,0.333333333333333,0.5831,0.390881597995758,0.0736458829539784,0.335807580379291,0
0.630375116605621,0.588461252407823,0.0889784813871663,0.2932,0.31,0.437858084520583,0.162940636277199,0.22192,0.133333333333333,0.1134,0.632219672203064,0.116613740192193,0.465733207870261,0
0.113585244436023,0.452171738782228,0.634849995150908,0.3392,0.18,0.468032012261767,0.162940636277199,0.59748,0.333333333333333,0.2221,0.280221700668335,0.110849611843176,0.510032615091112,0
0.462660468635083,0.535466950587768,0.347487302346975,0.4806,0.36,0.353054573681999,0.633719861507416,0.16282,0.666666666666667,0.2719,0.185358911752701,0.136527070386482,0.570092539458961,0
0.685229658202546,0.540778991924583,0.709203807704172,0.1947,0.18,0.31211063872155,0.162940636277199,0.06812,0.5,0.0728,0.014675498008728,0.00948331262272447,0.467287522858533,0
0.212964569883693,0.455244972807927,0.383937180719464,0.404,0.43,0.60081741427061,0.633719861507416,0.49902,0.133333333333333,0.8587,0.219692826271057,0.385322320618034,0.562212781906333,0
