"AMbeRland","BMDSLab","DAGroup","DUTeam","ELTEcomplex","fengcheng","GZCDC","IGIB","msinkala","RaghavaIndia","TeamBelgrade","TeamZO","yuanfangguan","label"
0.988377504653649,0.561570938017736,0.144895098054236,0.2523,0.22,0.51500507574855,0.165100231766701,0.9198,0.233333333333333,0.0564,0.316479504108429,0.43208478798099,0.678946791419864,1
0.470426786710284,0.448250190876657,0.0864025849339789,0.4823,0.38,0.20538002401751,0.165100231766701,0.25596,0.2,0.18,0.426113873720169,0.274117893076298,0.647570776211425,1
0.45561454128948,0.54612385142808,0.128484024373119,0.4206,0.32,0.228237457734332,0.165100231766701,0.39032,0.2,0.0706,0.0893881618976593,0.36732320215814,0.517775770004242,1
0.0542377844264137,0.549534065132674,0.373218210411207,0.2804,0.21,0.481022590519573,0.165100231766701,0.48038,0.2,0.6204,0.460287183523178,0.289245627659185,0.8341227644227,1
0.557709310676778,0.614944136835214,0.306712688795197,0.1716,0.26,0.199441033285085,0.616443455219269,0.53366,0.4,0.1345,0.467889904975891,0.206170813828422,0.631610813857672,1
0.898988096972377,0.510403976906553,0.0330670584612051,0.4414,0.43,0.140136414461365,0.616443455219269,0.76758,0.2,0.0141,0.29244989156723,0.306610062382856,0,1
0.928065083645883,0.545567996009751,0.209229475988343,0.2853,0.43,0.108771695808271,0.165100231766701,0.44432,0.166666666666667,0.3436,0,0.530894790556172,0.431551051493132,1
0.0074338588051348,0.550708709232731,0.381299343867622,0.3376,0.53,0.521333450454917,0.165100231766701,0.2998,0.333333333333333,0.4608,0.169912666082382,0.418700379803655,0.341660175188894,1
0.0155433760643581,0.406538911265092,0.132906286726627,0.4904,0.28,0.2481749109516,0.165100231766701,0.1484,0,0.6478,0.139328360557556,0.301077830355726,0.174148162456345,1
0.0456435278529061,0.445412252549261,0.155741467514787,0.6395,0.25,0.339217162280233,0.165100231766701,0.11034,0.433333333333333,0.7384,0.340207815170288,0.39482186924607,0.444582910304857,1
0.502195134019835,0.516251712459457,0.0892406440725442,0.2563,0.39,0.135463034763045,0.165100231766701,0.05852,0.133333333333333,0.0397,0.216996133327484,0.084237463525124,0.330964971933032,1
0.819393293597625,0.53157931283259,0.723519703861095,0.2149,0.54,0.218503422799277,0.616443455219269,0.25372,0.7,0.6902,0.359294176101685,0.75284910203598,0.771710809393287,1
0.886289407455863,0.428278564471317,0.64488924059105,0.2387,0.39,0.327616173711639,0.616443455219269,0.91134,0.133333333333333,0.5749,0.332018315792084,0.589834341997244,0.335324591362868,1
0.227868217024513,0.509170729540302,0.247496492749694,0.3468,0.43,0.248541955672279,0.165100231766701,0.1012,0.166666666666667,0.0442,0.139939159154892,0.314519949214985,0.486319300450611,1
0.804282650310508,0.630417486567828,0.222354335567247,0.2669,0.22,0.299954471387546,0.165100231766701,0.45404,0.333333333333333,0.1215,0.440606951713562,0.0998239092654641,0.4990300324539,0
0.0186839673486968,0.424166791839567,0.534792453285143,0.1257,0.37,0.332392869364399,0.165100231766701,0.24206,0.0333333333333333,0.2061,0,0.538339819029908,0.44293522499717,0
